Model,Time Taken
STT,1.0958664329991734
LLM,2.017104776998167
TTS,1.4228870650003955
TTS,1.8576648750022287
TTS,1.5813979270023992
TTS,1.2318061219993979
TTS,1.4973526209978445
STT,0.7351357529987581
LLM,0.8812636379989272
TTS,1.509728119999636
TTS,2.151710494999861
TTS,1.702730082000926
TTS,1.0263314170006197
